Grades,Gender,Subject,Class,Exam term,Student_id,First name,Last name,Email,Age,Attendance,Midterm exam,Final term exam,Total score,Family income
B,Female,Science,10-C,Final,1692,Jennifer,Weber,ashley73@fischer.com,14,76%,46,35,81,"₹40,000"
C+,Female,Math,10-A,Midterm,1693,Frank,Moore,cwilliams@rodgers-nguyen.com,16,76%,31,50,81,"₹70,000"
C+,Male,Science,10-B,Final,1694,Amanda,Jimenez,brittanynavarro@gmail.com,13,82%,46,20,66,"₹30,000"
C,Male,History,10-B,Final,1695,Yolanda,Johnson,cunninghameric@gmail.com,15,91%,34,23,57,"₹20,000"
B,Male,English,10-A,Midterm,1696,Barbara,Dillon,kenneththompson@hotmail.com,14,93%,37,26,63,"₹30,000"
C+,Male,History,10-A,Final,1697,Daniel,Floyd,josephhenry@booth-juarez.com,15,86%,41,21,62,"₹80,000"
B+,Female,Math,10-B,Final,1698,Katherine,Tran,lisa61@hicks-webb.org,16,95%,44,31,75,"₹80,000"
C+,Female,Geography,10-C,Midterm,1699,Amanda,Jackson,christine13@yahoo.com,15,80%,20,20,40,"₹50,000"
C+,Male,English,10-C,Midterm,1700,Richard,West,heatherhopkins@yahoo.com,18,78%,37,23,60,"₹30,000"
A-,Male,Math,10-B,Midterm,1701,Cheryl,Williams,kimberly26@gmail.com,17,88%,31,48,79,"₹70,000"
C+,Female,English,10-C,Final,1702,Paul,Anderson,karenoconnor@gmail.com,16,99%,48,25,73,"₹50,000"
B+,Male,Science,10-C,Midterm,1703,Samantha,Carr,phillip32@gmail.com,17,87%,44,25,69,"₹70,000"
C+,Female,Math,10-C,Midterm,1704,Jeffrey,Tanner,vswanson@le-stevens.org,13,87%,28,21,49,"₹50,000"
A-,Male,Geography,10-B,Final,1705,Sara,Weber,grahamamanda@chapman.com,17,97%,28,26,54,"₹70,000"
B+,Female,History,10-B,Final,1706,James,Williams,danielhannah@yahoo.com,13,90%,26,46,72,"₹80,000"
B+,Male,History,10-B,Final,1707,Lisa,Edwards,vincent43@yahoo.com,18,88%,21,41,62,"₹40,000"
A-,Male,English,10-A,Midterm,1708,Kelsey,Franklin,anthonyhanson@jimenez-hunt.org,16,80%,31,35,66,"₹20,000"
C,Male,History,10-C,Midterm,1709,Nancy,Brown,manuelweaver@yahoo.com,18,75%,43,24,67,"₹70,000"
C,Male,Science,10-B,Final,1710,Linda,Smith,charles99@vaughn-acevedo.com,13,75%,26,39,65,"₹30,000"
B+,Female,English,10-C,Final,1711,Scott,Cole,jameshughes@hotmail.com,18,94%,49,45,94,"₹60,000"
B,Female,Geography,10-C,Midterm,1712,Teresa,Scott,lisascott@conley.com,16,90%,33,46,79,"₹40,000"
B+,Female,History,10-B,Final,1713,Cindy,Preston,andersonjesse@skinner-haynes.com,13,89%,24,35,59,"₹80,000"
B+,Male,English,10-A,Midterm,1714,Anthony,Hernandez,emilyfreeman@mitchell-rodriguez.com,13,98%,22,29,51,"₹80,000"
C+,Female,Math,10-A,Midterm,1715,Evelyn,Guzman,timothy85@carroll-hicks.com,17,76%,28,30,58,"₹80,000"
A,Male,History,10-B,Midterm,1716,Barbara,Foster,stevenbass@fisher.com,14,78%,44,38,82,"₹80,000"
B+,Female,Math,10-B,Final,1717,Evan,Walsh,morgancody@moore-young.com,16,97%,20,41,61,"₹40,000"
B+,Male,Science,10-B,Midterm,1718,Amy,Walters,eprince@gmail.com,16,84%,20,20,40,"₹20,000"
C+,Male,History,10-A,Midterm,1719,Jacqueline,Miller,markpeterson@yahoo.com,17,95%,47,37,84,"₹20,000"
C+,Female,History,10-C,Final,1720,Donald,Nelson,urichardson@mendoza-sanders.org,16,99%,34,36,70,"₹70,000"
B+,Male,Science,10-A,Midterm,1721,Alison,Tate,edward99@gmail.com,16,76%,48,32,80,"₹60,000"
C+,Female,Geography,10-B,Final,1722,Ruth,Smith,martinkimberly@ford.org,14,76%,26,25,51,"₹70,000"
A-,Male,History,10-C,Final,1723,Martha,Mcdaniel,gonzalezbrandy@gmail.com,16,77%,42,40,82,"₹40,000"
A-,Male,Science,10-B,Final,1724,Eric,Beltran,adrian87@hawkins.com,16,79%,28,25,53,"₹30,000"
B,Male,English,10-B,Final,1725,Catherine,Murray,connie37@stevenson.com,17,93%,38,36,74,"₹80,000"
B,Female,Math,10-B,Final,1726,Wendy,Martin,kiara01@johnson.com,18,95%,45,39,84,"₹80,000"
C,Female,English,10-C,Final,1727,Catherine,Mcintyre,michelle44@russell.org,14,96%,50,20,70,"₹70,000"
A-,Female,History,10-C,Final,1728,Jeffrey,Terry,sharon50@yahoo.com,17,76%,24,31,55,"₹20,000"
A,Male,History,10-B,Midterm,1729,Claudia,Harmon,gchristian@hotmail.com,16,100%,25,20,45,"₹70,000"
C,Female,History,10-C,Midterm,1730,Kevin,Ramos,grimestaylor@romero-dickerson.org,14,83%,42,41,83,"₹40,000"
C,Male,Science,10-B,Final,1731,Olivia,Wilson,brian59@yahoo.com,15,83%,35,46,81,"₹80,000"
C,Female,Geography,10-A,Final,1732,Rebecca,Herrera,ncarr@pierce.net,13,100%,32,48,80,"₹70,000"
A,Male,Geography,10-B,Midterm,1733,Eric,Payne,jennifer75@walter.info,13,92%,38,30,68,"₹40,000"
C,Male,History,10-C,Final,1734,Ashley,Martin,phillipskevin@yahoo.com,14,76%,21,21,42,"₹60,000"
A,Male,History,10-C,Midterm,1735,Douglas,Davis,anthony38@hotmail.com,13,83%,46,31,77,"₹60,000"
A,Male,History,10-A,Midterm,1736,Suzanne,Morrison,milleranna@griffith.org,16,89%,48,39,87,"₹60,000"
B,Male,Math,10-B,Final,1737,Ellen,Sampson,sandra83@yahoo.com,14,83%,50,37,87,"₹70,000"
B+,Female,History,10-C,Midterm,1738,Sarah,Lyons,mfernandez@adams.com,15,82%,34,23,57,"₹50,000"
A-,Female,English,10-B,Midterm,1739,Kyle,Maldonado,lisa31@nicholson.org,13,98%,43,24,67,"₹30,000"
C,Male,Science,10-A,Final,1740,Kyle,Gardner,vortiz@jackson.com,13,94%,26,23,49,"₹40,000"
C+,Female,Math,10-C,Midterm,1741,Jessica,Compton,thomaskevin@gmail.com,15,96%,24,35,59,"₹20,000"
C,Male,Geography,10-A,Midterm,1742,Johnny,Weaver,shanestein@wilson-ramos.net,17,80%,41,36,77,"₹50,000"
A-,Male,History,10-A,Midterm,1743,Monica,Wood,pjenkins@hotmail.com,16,84%,45,40,85,"₹60,000"
B,Male,Math,10-B,Final,1744,Raymond,Cobb,thomasjohnson@miller.com,13,78%,45,46,91,"₹80,000"
C+,Male,Geography,10-A,Midterm,1745,Sherry,Miller,marisa27@hotmail.com,17,82%,33,49,82,"₹70,000"
B,Female,Math,10-C,Midterm,1746,Krista,Harvey,peterkeller@hotmail.com,14,77%,21,33,54,"₹80,000"
A,Male,Geography,10-A,Final,1747,David,Bauer,marcus89@smith.com,14,88%,48,25,73,"₹30,000"
C+,Male,Science,10-A,Midterm,1748,Vincent,Taylor,trevinomaria@clark.com,13,86%,43,21,64,"₹70,000"
C+,Male,History,10-A,Final,1749,Alison,James,dawnking@hotmail.com,15,95%,46,50,96,"₹20,000"
C,Female,Geography,10-A,Midterm,1750,Nicholas,Zimmerman,zwilson@white-moyer.com,15,76%,47,38,85,"₹50,000"
A-,Female,Geography,10-B,Final,1751,Richard,Ayers,rioschristina@lynn.info,17,99%,32,38,70,"₹20,000"
A-,Male,History,10-A,Final,1752,Michele,Franco,belltiffany@powell.com,18,89%,26,23,49,"₹40,000"
B,Female,English,10-A,Midterm,1753,Wesley,Meyer,obird@hotmail.com,13,89%,47,36,83,"₹70,000"
C,Female,Geography,10-C,Final,1754,Joyce,Simpson,turnercameron@diaz-chandler.com,14,98%,35,20,55,"₹80,000"
B,Male,Science,10-B,Midterm,1755,John,Diaz,nicholasaguilar@marshall.com,18,100%,26,22,48,"₹50,000"
A,Male,English,10-A,Final,1756,Frank,Hayes,susan73@hotmail.com,15,83%,23,39,62,"₹70,000"
A,Female,English,10-C,Final,1757,Misty,Wilson,irwindaniel@yahoo.com,18,99%,43,26,69,"₹40,000"
A,Female,English,10-C,Final,1758,Joanna,Smith,qbrown@clark-hardy.com,14,97%,28,44,72,"₹40,000"
B,Female,History,10-A,Final,1759,Jill,Morrow,youngthomas@norton.net,13,76%,25,23,48,"₹70,000"
C,Female,History,10-C,Midterm,1760,Bryan,Price,rshaffer@murray-elliott.net,14,76%,33,28,61,"₹20,000"
A,Male,Geography,10-C,Final,1761,Joan,Carey,jamesperez@yahoo.com,14,81%,31,21,52,"₹70,000"
B+,Female,History,10-C,Midterm,1762,Bradley,Sullivan,amanda32@harrington.com,13,77%,23,38,61,"₹30,000"
C,Male,Math,10-C,Midterm,1763,Whitney,Estrada,tayloralison@wallace-young.com,17,98%,23,45,68,"₹70,000"
A-,Male,Science,10-A,Final,1764,Michael,Keller,shieldsalicia@dixon-gonzalez.biz,16,76%,32,50,82,"₹40,000"
A-,Male,Geography,10-B,Midterm,1765,Jennifer,Gonzalez,acrawford@gmail.com,18,82%,39,30,69,"₹20,000"
B+,Male,Math,10-A,Midterm,1766,Grace,Herrera,watsonedward@kelly-russo.com,13,98%,44,47,91,"₹30,000"
B,Female,Geography,10-A,Midterm,1767,Shane,Ballard,torresmichael@mathews-banks.com,13,84%,34,50,84,"₹70,000"
A-,Female,English,10-A,Final,1768,Carlos,Moody,martinezjessica@yahoo.com,13,91%,44,32,76,"₹30,000"
B,Female,Science,10-C,Final,1769,Kevin,Daniels,larry72@spears.org,15,86%,33,20,53,"₹70,000"
C+,Female,Science,10-A,Final,1770,Colin,Morgan,ellistracy@hotmail.com,14,92%,35,28,63,"₹80,000"
A,Female,Math,10-C,Midterm,1771,Jamie,Jones,johnnelson@gmail.com,17,80%,38,20,58,"₹20,000"
B+,Female,Geography,10-B,Final,1772,Gerald,Pierce,angela49@harrison.biz,13,90%,37,47,84,"₹60,000"
C,Female,Science,10-B,Midterm,1773,Casey,Robinson,david19@hotmail.com,14,77%,35,28,63,"₹40,000"
C+,Male,Math,10-B,Final,1774,David,Holloway,pjackson@yahoo.com,13,79%,20,44,64,"₹20,000"
B,Female,Math,10-C,Midterm,1775,Zachary,Duncan,jason59@yahoo.com,18,83%,38,23,61,"₹70,000"
C+,Male,Geography,10-B,Midterm,1776,Felicia,Ford,kristinroberts@hotmail.com,15,80%,36,50,86,"₹50,000"
C+,Male,Math,10-A,Final,1777,Hector,Morris,richardjordan@gmail.com,14,75%,41,35,76,"₹30,000"
B+,Female,Geography,10-C,Midterm,1778,Ruth,Davis,michellebaker@gmail.com,18,90%,24,47,71,"₹50,000"
B+,Male,History,10-A,Midterm,1779,Valerie,Stewart,jamessalinas@gmail.com,17,80%,25,30,55,"₹60,000"
C+,Female,History,10-C,Final,1780,Caroline,Young,jacquelineellis@hotmail.com,13,94%,42,22,64,"₹50,000"
C+,Female,History,10-C,Final,1781,John,Mcdowell,waltergarcia@cox.net,14,84%,32,43,75,"₹30,000"
C+,Male,Science,10-B,Final,1782,Amber,Raymond,hobbsbill@mccarty.com,15,79%,43,28,71,"₹70,000"
B+,Male,History,10-B,Final,1783,Christina,Phillips,jamesrebecca@logan-collins.com,15,90%,41,43,84,"₹70,000"
C+,Female,Geography,10-B,Midterm,1784,Erin,Zamora,storres@gmail.com,15,95%,22,36,58,"₹20,000"
B+,Female,Science,10-C,Midterm,1785,Carlos,Davis,johnny12@yahoo.com,15,96%,49,44,93,"₹70,000"
B+,Male,History,10-C,Midterm,1786,Krystal,Porter,pkemp@arnold-berg.com,18,83%,27,32,59,"₹60,000"
A-,Female,History,10-B,Final,1787,Travis,Calderon,margaretfisher@gmail.com,13,81%,50,48,98,"₹20,000"
C+,Female,Geography,10-C,Midterm,1788,Samantha,Smith,carrierose@montoya.com,15,87%,36,33,69,"₹50,000"
A,Male,English,10-C,Final,1789,Pamela,Hill,smiththomas@yahoo.com,18,78%,50,23,73,"₹40,000"
B+,Female,Science,10-B,Midterm,1790,Tyler,Brown,daniel60@gmail.com,16,80%,27,41,68,"₹30,000"
C,Male,Science,10-C,Midterm,1791,Angela,Bowen,madeline02@mckenzie.com,13,94%,36,36,72,"₹70,000"
C,Male,History,10-B,Final,1792,John,Hernandez,dmccall@gmail.com,16,79%,20,32,52,"₹20,000"
B+,Male,Geography,10-C,Midterm,1793,Kevin,Mckinney,elynch@gmail.com,13,78%,26,27,53,"₹50,000"
C,Female,History,10-C,Midterm,1794,Jennifer,Chung,jacob31@gmail.com,14,80%,36,29,65,"₹30,000"
B,Female,Science,10-A,Final,1795,Brandon,Garcia,dyoung@howell-caldwell.com,17,91%,21,20,41,"₹50,000"
A-,Female,English,10-C,Final,1796,Courtney,Todd,heathermcdaniel@watson.com,16,90%,33,31,64,"₹50,000"
A-,Male,History,10-C,Midterm,1797,Frank,Watson,parrishbrenda@williams.com,14,89%,40,39,79,"₹20,000"
A-,Male,History,10-B,Midterm,1798,Kimberly,Gentry,butlerhector@aguilar.info,15,96%,44,30,74,"₹40,000"
A-,Female,Science,10-A,Final,1799,Deborah,Harris,karen85@gmail.com,14,100%,23,37,60,"₹20,000"
B,Male,English,10-A,Midterm,1800,Stephanie,Howard,davisjoseph@dunlap-cochran.com,15,89%,30,35,65,"₹20,000"
B+,Female,Math,10-B,Midterm,1801,Jessica,Calderon,miranda02@williams.com,13,81%,25,25,50,"₹20,000"
B+,Female,Science,10-A,Final,1802,Mike,Smith,jwalsh@hawkins.com,16,88%,44,42,86,"₹40,000"
C,Female,English,10-A,Midterm,1803,William,Martin,sdickson@henderson.com,17,77%,45,28,73,"₹20,000"
B+,Female,Science,10-A,Midterm,1804,Marisa,Ritter,jennifersmith@yahoo.com,17,79%,24,48,72,"₹30,000"
A,Male,Math,10-C,Midterm,1805,Elizabeth,Morales,jessicachambers@munoz.biz,18,95%,26,31,57,"₹30,000"
A-,Female,History,10-B,Midterm,1806,Matthew,Lawson,jonessamuel@hotmail.com,16,97%,26,35,61,"₹30,000"
A,Female,Math,10-A,Midterm,1807,Alexander,Barton,denise65@gmail.com,16,86%,46,22,68,"₹50,000"
C+,Female,Science,10-C,Midterm,1808,Roger,Powell,tsandoval@figueroa.com,13,100%,30,49,79,"₹80,000"
A-,Female,Geography,10-C,Midterm,1809,Gloria,Adams,douglas82@hotmail.com,15,77%,20,35,55,"₹60,000"
C+,Male,History,10-A,Midterm,1810,Erica,Mccormick,andersonmason@gmail.com,15,91%,45,30,75,"₹40,000"
A-,Male,Math,10-A,Final,1811,Charles,Barnes,brucebrittney@fields.com,13,89%,33,36,69,"₹40,000"
A,Female,Math,10-B,Final,1812,Linda,Shea,cooktonya@white.info,15,94%,46,48,94,"₹50,000"
A-,Female,Math,10-A,Final,1813,Joseph,Edwards,grahamwilliam@gmail.com,16,79%,24,32,56,"₹80,000"
C+,Male,History,10-A,Final,1814,Tina,Hood,jennifer23@lopez.net,15,95%,42,35,77,"₹50,000"
B+,Male,History,10-B,Final,1815,Justin,Bennett,zrusso@wade.biz,15,78%,33,43,76,"₹70,000"
B,Male,Geography,10-B,Midterm,1816,Casey,Johnson,david93@whitaker-davis.com,17,91%,35,24,59,"₹60,000"
A-,Female,Geography,10-B,Midterm,1817,Travis,Peters,shelleybrown@morrison.com,18,92%,49,24,73,"₹20,000"
B,Male,English,10-C,Midterm,1818,Deborah,Walton,gordongabriel@gmail.com,13,88%,42,36,78,"₹80,000"
B,Male,History,10-A,Midterm,1819,Isaac,Bates,jonathanbrown@haley.org,16,75%,22,41,63,"₹50,000"
B+,Female,Math,10-B,Midterm,1820,Kenneth,Ramirez,rodney38@king.org,18,99%,46,38,84,"₹80,000"
A,Female,History,10-A,Final,1821,Samantha,Scott,echapman@harris.com,17,75%,21,24,45,"₹40,000"
B+,Female,English,10-B,Midterm,1822,Kelly,Davis,ehubbard@yahoo.com,14,84%,47,46,93,"₹20,000"
C,Male,Geography,10-A,Final,1823,Richard,Lane,obrienderek@anderson.com,13,86%,40,37,77,"₹20,000"
B+,Male,Geography,10-A,Final,1824,Todd,Rice,kcruz@hotmail.com,15,100%,25,36,61,"₹40,000"
C,Female,Geography,10-C,Final,1825,Amanda,Ortiz,rodneyweeks@hotmail.com,15,78%,44,43,87,"₹70,000"
C+,Female,Science,10-B,Final,1826,Madison,Baldwin,fstanton@hotmail.com,14,94%,34,34,68,"₹20,000"
C,Female,Science,10-A,Final,1827,Derek,Ware,parkchristina@powell.com,18,98%,40,20,60,"₹60,000"
B+,Female,English,10-B,Midterm,1828,John,Brown,qvilla@armstrong.org,15,75%,48,38,86,"₹80,000"
C,Female,Science,10-A,Midterm,1829,Andrew,Waller,robert70@hotmail.com,16,100%,40,26,66,"₹60,000"
B+,Male,History,10-C,Midterm,1830,David,Wang,kelleysamantha@jones-thomas.org,13,75%,26,49,75,"₹60,000"
C,Male,English,10-A,Midterm,1831,Susan,Mccullough,mistywinters@valdez-villarreal.net,14,94%,20,46,66,"₹80,000"
B,Male,Geography,10-B,Final,1832,Robert,Fisher,jayanderson@johnson-freeman.com,18,89%,45,47,92,"₹70,000"
C,Male,Geography,10-B,Midterm,1833,Rachel,Richardson,brian90@yahoo.com,16,88%,48,40,88,"₹50,000"
C,Female,English,10-B,Final,1834,Jennifer,Lyons,linda71@gmail.com,18,93%,41,43,84,"₹80,000"
C,Female,Math,10-C,Final,1835,Pamela,Parker,snyderdennis@baldwin-hall.com,15,90%,48,50,98,"₹70,000"
B,Male,Math,10-A,Midterm,1836,Riley,Dixon,amy48@hotmail.com,15,84%,47,36,83,"₹20,000"
A-,Female,Science,10-C,Midterm,1837,Nancy,Keller,johnsonlisa@gmail.com,17,80%,39,28,67,"₹60,000"
B+,Male,Geography,10-B,Midterm,1838,Shannon,Patterson,hillnancy@yahoo.com,13,99%,31,39,70,"₹50,000"
C+,Male,Geography,10-B,Final,1839,Alexandra,Dennis,jessicacrosby@yahoo.com,16,99%,24,47,71,"₹80,000"
C+,Male,History,10-C,Final,1840,Ryan,Brown,seanlittle@ward-rojas.com,13,78%,41,33,74,"₹30,000"
A,Male,English,10-C,Final,1841,Kevin,Baker,williamjordan@carter.com,18,87%,37,27,64,"₹30,000"
A,Male,English,10-B,Midterm,1842,Devon,Nunez,cynthiamiller@yahoo.com,15,95%,26,43,69,"₹70,000"
C+,Male,Science,10-B,Final,1843,Kari,Levine,jakejones@garcia.com,17,91%,22,25,47,"₹20,000"
B,Female,History,10-C,Final,1844,Anthony,Wagner,dwilliams@thompson.info,17,77%,23,38,61,"₹60,000"
B,Female,History,10-B,Final,1845,Megan,Green,doylejessica@simmons.org,16,78%,33,22,55,"₹70,000"
A,Female,Science,10-B,Final,1846,Tiffany,Gonzales,qmiller@torres.com,13,86%,40,37,77,"₹40,000"
C+,Female,English,10-A,Midterm,1847,Deanna,Washington,jonesmolly@walters-hicks.com,18,91%,46,37,83,"₹50,000"
B+,Male,English,10-A,Final,1848,Thomas,Cunningham,kevin11@hotmail.com,13,98%,34,34,68,"₹70,000"
A-,Female,English,10-C,Midterm,1849,Karen,Maldonado,estanley@yahoo.com,14,75%,43,46,89,"₹70,000"
C+,Male,Math,10-C,Midterm,1850,Melissa,Woodard,tjarvis@golden.org,13,95%,26,36,62,"₹60,000"
A,Female,English,10-B,Midterm,1851,Jodi,Garcia,marissa04@hotmail.com,16,86%,25,22,47,"₹80,000"
C,Female,Math,10-A,Final,1852,Joseph,Huang,trevormiller@hotmail.com,13,76%,33,48,81,"₹50,000"
B+,Female,History,10-B,Midterm,1853,Amanda,Anderson,jwilson@yahoo.com,16,93%,20,36,56,"₹80,000"
C+,Male,History,10-A,Midterm,1854,Morgan,Santos,yhiggins@hotmail.com,17,95%,26,50,76,"₹20,000"
B,Female,English,10-B,Midterm,1855,Patricia,Jones,sarah23@mclean.info,16,79%,26,22,48,"₹40,000"
A,Female,English,10-C,Midterm,1856,James,Ho,sarahbarnett@anderson.com,16,76%,46,35,81,"₹50,000"
C+,Female,History,10-C,Final,1857,David,Wilcox,kfisher@mclaughlin.info,18,94%,41,37,78,"₹50,000"
C+,Male,English,10-C,Final,1858,Kelly,Larson,tshepard@white-pearson.com,16,96%,25,36,61,"₹70,000"
B,Female,History,10-B,Final,1859,Justin,Flynn,anna56@yahoo.com,14,90%,33,28,61,"₹50,000"
C,Female,English,10-C,Final,1860,Justin,Perez,petersonshannon@williams-mooney.com,13,92%,30,24,54,"₹30,000"
C,Male,Math,10-B,Final,1861,Erin,Gutierrez,ferrellhannah@hotmail.com,14,89%,40,32,72,"₹80,000"
B,Female,Science,10-A,Final,1862,Mary,Carter,erichards@yahoo.com,15,96%,45,21,66,"₹30,000"
B+,Male,Math,10-B,Midterm,1863,Brian,Henderson,hannahkeith@gmail.com,16,92%,21,35,56,"₹80,000"
B,Female,English,10-A,Final,1864,Matthew,Romero,ecallahan@gmail.com,18,97%,34,40,74,"₹70,000"
B,Male,English,10-C,Final,1865,Chad,Whitaker,ztaylor@cox-cobb.biz,13,89%,39,40,79,"₹80,000"
B+,Female,History,10-A,Final,1866,Luke,Gonzalez,gfrye@gmail.com,13,77%,20,32,52,"₹60,000"
A-,Male,Geography,10-A,Midterm,1867,Connie,Ramos,alexandra63@gmail.com,14,95%,39,22,61,"₹60,000"
B,Male,Math,10-C,Final,1868,William,Rivera,dawn93@levy.com,18,83%,29,46,75,"₹50,000"
B,Male,Math,10-B,Midterm,1869,Alexander,Williams,morrisonbailey@arnold.info,18,85%,35,25,60,"₹30,000"
A,Female,Geography,10-B,Final,1870,Sherri,Hardin,jonesdiane@phillips-villa.com,15,90%,22,24,46,"₹20,000"
A-,Male,Math,10-A,Final,1871,Christopher,Davis,emma51@yahoo.com,18,100%,37,23,60,"₹70,000"
A,Male,Math,10-A,Final,1872,Teresa,Farmer,marcia01@bonilla.com,14,91%,40,39,79,"₹30,000"
B+,Female,History,10-A,Midterm,1873,Colin,Gardner,jsparks@gmail.com,18,79%,31,42,73,"₹30,000"
A,Female,Geography,10-C,Final,1874,Timothy,Jones,bacosta@roberts-robinson.com,17,93%,28,23,51,"₹30,000"
B,Male,Geography,10-C,Final,1875,Elizabeth,Fry,obenson@mcdowell.com,18,75%,31,23,54,"₹20,000"
B,Male,Geography,10-C,Midterm,1876,Shawn,Powers,leesimpson@gmail.com,16,82%,32,35,67,"₹30,000"
B+,Male,History,10-C,Midterm,1877,Dustin,Torres,danny76@hotmail.com,14,99%,43,44,87,"₹70,000"
A,Male,Math,10-A,Midterm,1878,Katherine,Nichols,cory38@cruz.com,16,90%,50,22,72,"₹30,000"
A-,Female,Science,10-B,Midterm,1879,James,Flynn,emilyrodriguez@mcintyre.com,16,77%,30,34,64,"₹80,000"
B+,Female,Geography,10-B,Midterm,1880,Gabriel,Sanchez,gowens@hotmail.com,13,84%,31,49,80,"₹80,000"
C,Male,Geography,10-C,Midterm,1881,Michael,Garrett,lharrison@gmail.com,17,87%,34,39,73,"₹50,000"
C+,Male,History,10-B,Midterm,1882,Jessica,Bernard,mvazquez@hotmail.com,15,89%,37,22,59,"₹20,000"
C+,Male,English,10-C,Midterm,1883,Anthony,Williams,xpeters@hotmail.com,18,77%,44,23,67,"₹50,000"
C,Female,Geography,10-B,Midterm,1884,Matthew,Dixon,ethan23@bradley.org,13,78%,44,36,80,"₹80,000"
B+,Male,Geography,10-B,Final,1885,Richard,Rasmussen,qspence@stark-williams.info,17,83%,33,41,74,"₹70,000"
A,Male,English,10-B,Final,1886,Steven,Mullins,wilsonronald@hotmail.com,14,83%,29,23,52,"₹70,000"
B,Male,Math,10-C,Final,1887,Amber,Meyer,francoariel@gmail.com,16,86%,33,31,64,"₹60,000"
A,Male,Science,10-B,Midterm,1888,Teresa,Henry,lbrown@gmail.com,18,78%,30,27,57,"₹60,000"
B+,Female,Math,10-A,Midterm,1889,Dennis,Montes,dennis06@adams.com,15,98%,25,43,68,"₹40,000"
B,Female,History,10-A,Final,1890,Patrick,Gonzales,georgefreeman@craig.com,14,97%,43,34,77,"₹20,000"
A,Female,English,10-A,Final,1891,Ana,Beasley,brandonallen@kane-walker.biz,18,87%,23,39,62,"₹80,000"
C,Female,English,10-B,Midterm,1892,Tyler,Cuevas,smithdiamond@hotmail.com,18,76%,21,22,43,"₹30,000"
A-,Male,Science,10-C,Final,1893,Abigail,Wise,samantha38@gmail.com,14,80%,21,47,68,"₹30,000"
B+,Female,Science,10-A,Final,1894,John,Butler,kimberly48@hotmail.com,13,96%,34,37,71,"₹80,000"
B,Male,History,10-B,Midterm,1895,David,Webb,lindahunter@hotmail.com,16,86%,50,43,93,"₹40,000"
A-,Female,Geography,10-A,Midterm,1896,Tammy,Strong,timothy60@yahoo.com,18,77%,37,34,71,"₹40,000"
B+,Male,Science,10-B,Final,1897,Andrea,Bruce,welchchristine@yahoo.com,17,94%,26,37,63,"₹40,000"
C,Female,Math,10-C,Final,1898,Jeremy,Skinner,romeroemily@hotmail.com,13,83%,32,26,58,"₹80,000"
C,Male,Math,10-B,Midterm,1899,Joseph,Matthews,asoto@hotmail.com,17,78%,44,28,72,"₹20,000"
B,Female,Math,10-A,Final,1900,Joe,Henderson,vincenthall@keller.info,13,85%,46,42,88,"₹60,000"
B+,Female,Science,10-C,Final,1901,Emily,Hunt,gamblejeffrey@dawson-cooley.com,16,76%,45,23,68,"₹20,000"
B+,Male,History,10-A,Midterm,1902,Danielle,Peterson,matthew17@hotmail.com,16,88%,40,33,73,"₹70,000"
A,Female,History,10-C,Final,1903,Lisa,Sanchez,juliasmith@chapman.com,16,75%,43,42,85,"₹60,000"
A,Female,Geography,10-B,Final,1904,Sara,Mclaughlin,dschwartz@smith.com,13,88%,23,29,52,"₹60,000"
B,Male,History,10-B,Midterm,1905,Heather,Adkins,kimberly17@richardson-johnson.net,14,86%,37,40,77,"₹30,000"
C+,Female,Math,10-A,Midterm,1906,Jeremiah,Davidson,meverett@hotmail.com,16,90%,37,39,76,"₹40,000"
B+,Female,History,10-B,Midterm,1907,Jennifer,Thompson,zachary99@hudson-huerta.org,16,75%,31,39,70,"₹60,000"
B+,Female,Science,10-B,Final,1908,Donald,Gay,wdavis@mccullough.org,15,83%,42,48,90,"₹50,000"
C,Male,History,10-B,Final,1909,Ronald,Randolph,stevensmith@jordan-boyer.com,17,98%,31,35,66,"₹30,000"
C+,Male,Math,10-B,Final,1910,Kelly,Perry,nclark@cline-johnson.com,15,77%,48,29,77,"₹50,000"
B+,Male,Science,10-A,Final,1911,Allison,Terry,zobrien@austin-jones.com,17,98%,39,22,61,"₹80,000"
B+,Female,Geography,10-B,Midterm,1912,John,Moore,luis16@gmail.com,18,81%,27,43,70,"₹60,000"
A,Male,English,10-B,Midterm,1913,Paul,Huber,lewisjustin@phillips.org,15,76%,35,38,73,"₹40,000"
A,Female,Geography,10-B,Final,1914,Gloria,Skinner,shawn73@rasmussen.com,14,77%,28,23,51,"₹50,000"
B,Male,Geography,10-A,Final,1915,Elizabeth,Vasquez,vromero@gmail.com,14,79%,50,42,92,"₹80,000"
A,Male,History,10-A,Midterm,1916,Christine,Hernandez,george53@bell.net,17,96%,46,31,77,"₹70,000"
A,Male,Science,10-B,Midterm,1917,Walter,Rogers,garciamary@barber.com,13,96%,38,47,85,"₹20,000"
C+,Male,Math,10-A,Final,1918,Lisa,Howard,nhicks@yahoo.com,14,93%,46,36,82,"₹60,000"
C,Female,History,10-C,Midterm,1919,Toni,Stanton,pkelley@hotmail.com,17,95%,29,29,58,"₹30,000"
B,Male,History,10-B,Midterm,1920,Robert,Barnett,robertfitzgerald@martinez-clark.com,15,99%,42,26,68,"₹50,000"
A,Male,English,10-C,Final,1921,Natasha,Sims,nrodriguez@gmail.com,14,85%,41,28,69,"₹30,000"
C+,Male,English,10-C,Final,1922,Charles,Garcia,yvonnegardner@gmail.com,16,82%,22,43,65,"₹80,000"
